Breed,Weight,Chest,Neck,BootSize,Age,Activity,HarnessSize
Golden Retriever,32.3,66.9,38.4,6,57.0,Low,L
Beagle,13.2,49.3,39.8,1,107.0,Medium,S
Poodle,18.0,45.2,34.6,1,91.0,High,S
Boxer,27.3,64.3,38.9,3,115.0,Medium,M
Boxer,30.0,60.2,41.9,6,11.0,Medium,M
Labrador,29.5,65.3,48.1,6,67.0,High,L
Poodle,18.8,50.7,39.2,6,25.0,Low,M
Dachshund,14.6,49.4,32.6,4,91.0,High,S
German Shepherd,34.7,78.4,47.7,5,57.0,Medium,L
Poodle,22.7,45.0,36.1,6,88.0,Medium,S
Bulldog,23.6,64.2,44.0,3,34.0,Low,M
Bulldog,21.2,62.7,39.5,5,34.0,Medium,M
Rottweiler,35.5,94.5,,3,33.0,High,XL
Rottweiler,36.5,93.4,58.7,6,15.0,High,XL
Chihuahua,3.4,34.0,23.8,6,52.0,Medium,XS
Beagle,12.3,48.6,34.0,2,16.0,High,S
Boxer,28.4,67.2,39.7,5,47.0,Low,L
Beagle,12.1,50.7,33.6,7,40.0,Medium,M
Boxer,25.3,62.1,35.8,5,64.0,Medium,M
Chihuahua,,33.8,15.2,3,120.0,Low,XS
Beagle,13.4,52.1,32.5,4,120.0,High,M
Chihuahua,3.3,30.3,24.3,3,67.0,Medium,XS
Chihuahua,3.1,27.2,23.8,6,90.0,High,XS
Chihuahua,3.8,33.1,19.6,7,84.0,Low,XS
Golden Retriever,28.0,71.8,,1,106.0,High,L
Chihuahua,3.9,26.4,19.0,1,78.0,High,XS
Dachshund,13.4,37.8,25.5,1,113.0,Medium,S
Chihuahua,3.9,30.8,18.0,6,,Low,XS
Rottweiler,44.2,78.3,56.7,1,14.0,High,L
Boxer,28.3,190.8,37.1,2,15.0,Medium,M
Chihuahua,2.5,26.5,16.8,3,101.0,High,XS
Boxer,28.9,63.6,35.8,5,112.0,Low,M
Beagle,10.8,46.2,34.0,2,73.0,Medium,S
Rottweiler,51.0,298.5,47.6,7,81.0,Medium,XL
Rottweiler,54.2,92.2,53.6,3,110.0,Low,XL
Labrador,30.2,84.5,44.0,5,72.0,High,XL
Golden Retriever,32.9,68.6,43.7,7,13.0,Medium,L
Rottweiler,35.7,90.0,57.9,1,89.0,High,XL
Bulldog,19.3,55.7,40.5,6,5.0,High,M
Poodle,18.0,47.6,38.4,3,93.0,High,S
Bulldog,21.9,65.5,37.3,7,44.0,Medium,L
Rottweiler,46.2,98.8,50.2,1,94.0,Medium,XL
Labrador,31.9,67.6,39.8,2,8.0,High,L
Golden Retriever,31.9,77.1,40.9,6,75.0,Medium,L
German Shepherd,34.0,76.1,45.7,1,36.0,Low,L
Dachshund,10.2,35.6,30.7,3,89.0,High,S
German Shepherd,39.7,73.4,49.2,4,14.0,High,L
Rottweiler,35.2,90.0,50.6,7,13.0,High,XL
German Shepherd,27.5,81.1,53.2,1,8.0,High,XL
Beagle,11.0,47.2,31.1,3,75.0,Medium,S
Rottweiler,49.1,75.3,52.2,4,70.0,Low,L
Rottweiler,44.8,96.9,45.5,2,51.0,Medium,XL
Chihuahua,2.6,27.2,19.2,2,43.0,High,XS
Bulldog,23.9,55.0,38.9,3,114.0,Medium,M
Beagle,12.2,47.9,34.8,4,50.0,High,S
Bulldog,24.2,55.1,42.5,1,4.0,Medium,M
German Shepherd,33.3,79.4,49.0,5,44.0,Medium,L
Rottweiler,38.1,91.6,,6,60.0,Low,XL
Poodle,16.2,53.6,32.9,5,112.0,Low,M
Golden Retriever,30.4,78.8,43.0,3,12.0,Low,L
Golden Retriever,33.2,65.5,39.7,3,54.0,Low,L
Chihuahua,3.1,30.1,16.2,2,83.0,Low,XS
Rottweiler,49.5,95.5,45.8,6,89.0,High,XL
Golden Retriever,30.6,69.5,48.7,5,100.0,High,L
Boxer,,70.6,38.2,1,90.0,Medium,L
German Shepherd,26.1,82.9,49.1,3,81.0,Medium,XL
Boxer,31.9,63.0,40.7,3,41.0,Medium,M
Rottweiler,43.5,252.89999999999998,57.3,7,77.0,Medium,XL
Poodle,21.3,47.1,35.7,4,95.0,High,S
Labrador,33.5,83.9,38.0,6,4.0,High,XL
Dachshund,13.3,40.2,27.1,4,1.0,High,S
Dachshund,7.3,35.7,31.7,1,59.0,High,S
Boxer,26.6,62.9,40.6,2,86.0,High,M
Bulldog,21.3,60.8,44.8,1,95.0,Low,M
German Shepherd,36.7,68.0,54.4,2,11.0,Low,L
Boxer,29.0,69.5,36.6,7,114.0,Low,L
Beagle,10.6,50.5,30.7,4,,Low,M
Beagle,12.7,46.1,31.5,7,87.0,High,S
Poodle,18.2,53.4,36.6,1,109.0,High,M
Golden Retriever,30.0,74.4,47.6,7,61.0,High,L
Boxer,29.2,62.2,35.5,3,58.0,Unknown,M
Labrador,34.6,79.8,43.6,5,33.0,Low,L
Labrador,32.0,81.6,45.9,6,55.0,Low,XL
Golden Retriever,32.4,66.8,46.9,5,30.0,Low,L
Golden Retriever,29.0,79.6,44.9,2,115.0,Low,L
Beagle,12.8,47.1,37.2,1,77.0,Medium,S
Bulldog,23.6,69.4,35.9,3,50.0,High,L
German Shepherd,25.9,66.7,41.4,2,39.0,Low,L
Labrador,31.9,70.1,39.2,2,7.0,High,L
Rottweiler,52.9,81.8,58.7,5,89.0,Low,XL
Rottweiler,46.9,90.3,,1,2.0,High,XL
Poodle,19.9,46.4,38.7,5,24.0,Medium,S
Chihuahua,2.6,33.3,19.2,1,33.0,Low,XS
Golden Retriever,30.0,70.5,42.8,1,59.0,Medium,L
Beagle,11.8,141.60000000000002,36.6,1,54.0,Medium,S
Poodle,22.1,154.8,34.0,5,76.0,Low,M
German Shepherd,39.8,65.2,44.2,2,13.0,Low,L
Beagle,9.9,48.5,34.4,1,10.0,High,S
Chihuahua,2.9,28.6,15.5,4,83.0,Low,XS
Labrador,30.2,78.2,43.7,4,118.0,High,L
Labrador,31.4,66.5,38.2,4,48.0,Low,L
Beagle,9.6,47.0,32.8,7,3.0,Low,S
German Shepherd,32.1,71.8,43.8,3,113.0,Low,L
German Shepherd,26.3,83.3,52.0,4,50.0,High,XL
Chihuahua,3.3,25.9,15.8,1,100.0,Medium,XS
Beagle,11.2,42.8,33.1,4,111.0,Low,S
Labrador,30.9,82.2,38.3,4,80.0,Medium,XL
German Shepherd,30.0,83.5,48.0,7,7.0,High,XL
Beagle,12.4,46.1,39.3,6,12.0,Low,S
Poodle,19.1,55.8,37.0,5,73.0,Low,M
Chihuahua,2.9,32.0,18.3,3,60.0,Medium,XS
Boxer,26.1,71.0,42.8,2,61.0,High,L
German Shepherd,22.5,67.5,47.8,4,46.0,Medium,L
Beagle,14.0,46.2,35.1,4,105.0,Medium,S
Golden Retriever,28.7,70.1,41.0,4,29.0,Low,L
Boxer,26.5,63.6,38.4,3,53.0,High,M
Poodle,22.9,50.9,32.5,6,48.0,High,M
Poodle,23.9,53.0,30.7,6,14.0,Low,M
Beagle,9.3,41.6,37.2,6,76.0,High,S
Chihuahua,3.0,28.9,16.7,2,40.0,High,XS
Bulldog,19.6,61.8,44.8,3,16.0,Low,M
Dachshund,11.9,37.9,26.2,4,63.0,Medium,S
Golden Retriever,25.1,67.3,39.3,2,4.0,Low,L
Labrador,31.5,79.0,39.9,7,37.0,Low,L
Golden Retriever,30.9,66.7,44.5,4,74.0,Low,L
Chihuahua,3.9,31.9,24.5,1,21.0,High,XS
Poodle,18.9,,33.9,5,108.0,Low,M
Beagle,12.6,52.6,30.0,4,32.0,Low,M
Poodle,24.1,54.6,34.3,4,15.0,Low,M
Beagle,12.7,52.2,31.7,4,67.0,Low,M
Rottweiler,56.4,92.9,52.2,1,64.0,Low,XL
Boxer,30.6,68.6,36.9,3,56.0,High,L
Rottweiler,39.0,75.3,48.5,6,102.0,High,L
Boxer,137.5,68.7,38.2,4,110.0,High,L
Golden Retriever,31.0,74.6,49.5,2,26.0,High,L
Rottweiler,44.2,84.1,54.7,2,68.0,High,XL
Boxer,30.5,65.5,40.1,5,,Low,L
Poodle,17.8,53.4,33.7,5,9.0,Low,M
Labrador,29.5,85.0,39.2,4,45.0,Low,XL
Poodle,19.8,46.6,31.7,1,101.0,High,S
Golden Retriever,33.8,73.3,49.4,4,92.0,High,L
Rottweiler,59.1,84.8,59.9,3,72.0,High,XL
German Shepherd,23.8,75.6,52.6,4,13.0,Low,L
Golden Retriever,31.5,76.8,47.4,2,12.0,High,L
Golden Retriever,26.5,67.4,49.7,2,39.0,Low,L
Labrador,29.5,78.6,40.2,2,119.0,Medium,L
Bulldog,18.1,61.9,41.0,7,78.0,Low,M
Boxer,27.2,65.0,43.5,4,31.0,High,L
Dachshund,13.9,47.3,31.0,3,83.0,Medium,S
Bulldog,23.9,65.1,38.5,7,18.0,Medium,L
Bulldog,20.0,61.8,37.2,3,74.0,Medium,M
Golden Retriever,32.9,65.4,49.2,2,15.0,High,L
Chihuahua,2.4,28.1,19.7,2,49.0,High,XS
Rottweiler,46.8,79.0,48.3,4,111.0,High,L
Dachshund,9.8,40.6,31.7,2,114.0,Medium,S
Bulldog,18.4,59.6,42.5,1,23.0,Low,M
Rottweiler,44.0,99.5,58.5,4,98.0,Low,XL
Boxer,26.1,74.7,38.1,2,16.0,Medium,L
Dachshund,10.7,47.1,32.0,7,114.0,Medium,S
Dachshund,13.4,47.5,30.6,7,55.0,Medium,S
German Shepherd,35.7,,40.2,2,61.0,High,L
Chihuahua,3.2,31.3,17.1,4,61.0,Medium,XS
Beagle,11.3,46.7,31.5,2,27.0,Medium,S
Chihuahua,3.7,25.6,20.8,3,68.0,Medium,XS
Labrador,33.7,76.8,,7,15.0,Medium,L
Boxer,31.5,65.9,39.7,7,95.0,Medium,L
Beagle,9.1,50.6,35.0,4,88.0,Medium,M
Bulldog,19.2,62.0,38.4,1,97.0,Medium,M
Chihuahua,2.0,25.2,23.6,3,91.0,Low,XS
Chihuahua,2.2,27.1,15.9,3,120.0,Low,XS
Rottweiler,46.8,94.2,50.6,3,62.0,Medium,XL
Golden Retriever,25.1,76.7,43.5,3,51.0,Low,L
Labrador,25.7,69.6,41.1,1,86.0,Medium,L
Beagle,10.4,54.8,38.7,1,2.0,Low,M
German Shepherd,30.9,81.0,51.3,7,55.0,Low,XL
Chihuahua,2.7,25.6,22.3,3,34.0,High,XS
Boxer,31.3,72.9,36.6,4,63.0,High,L
Bulldog,20.7,64.6,37.3,5,91.0,Medium,M
German Shepherd,23.6,67.0,45.9,7,51.0,Medium,L
Bulldog,18.3,60.2,42.5,7,,High,M
German Shepherd,32.6,74.7,45.2,3,119.0,High,L
Rottweiler,42.7,90.4,56.8,2,40.0,High,XL
Labrador,26.0,73.1,49.9,5,18.0,Medium,L
German Shepherd,30.4,84.0,53.8,4,48.0,Low,XL
German Shepherd,30.2,72.9,42.1,4,15.0,Low,L
Chihuahua,3.1,32.3,16.2,7,43.0,Low,XS
German Shepherd,24.6,84.0,44.0,7,53.0,Medium,XL
Boxer,27.1,68.3,38.0,2,115.0,High,L
Rottweiler,47.5,85.2,48.1,5,88.0,Low,XL
Bulldog,23.2,65.9,43.4,1,98.0,Medium,L
Labrador,29.2,72.3,44.7,5,,Medium,L
Poodle,20.0,46.7,35.5,3,89.0,Low,S
Dachshund,9.5,40.7,31.0,1,12.0,Low,S
Golden Retriever,29.8,65.9,49.4,7,44.0,Low,L
German Shepherd,32.5,73.0,49.1,1,91.0,Medium,L
Dachshund,8.6,43.0,33.2,2,64.0,Medium,S
Poodle,21.8,49.3,35.1,2,40.0,Medium,S
Boxer,29.0,69.6,40.7,6,56.0,High,L
Labrador,30.0,70.7,44.5,4,88.0,Low,L
Chihuahua,3.1,26.1,20.2,5,,High,XS
Beagle,9.7,48.0,31.3,5,37.0,High,S
Beagle,12.4,45.6,33.4,5,76.0,Low,S
Poodle,16.6,51.7,34.1,3,106.0,High,M
German Shepherd,27.3,74.2,54.7,2,67.0,Medium,L
Chihuahua,3.9,26.6,17.2,2,57.0,High,XS
Beagle,9.4,47.6,34.7,4,7.0,Low,S
Beagle,9.0,42.9,35.1,7,17.0,High,S
Chihuahua,3.4,27.1,24.0,1,39.0,Low,XS
Poodle,21.7,53.0,35.6,3,105.0,Medium,M
Poodle,17.9,49.7,34.8,6,26.0,Medium,S
Poodle,15.6,58.3,39.2,2,64.0,High,M
Beagle,12.7,49.3,36.7,6,82.0,Medium,S
Boxer,26.1,61.7,43.5,3,,Medium,M
Bulldog,23.2,58.2,36.4,4,61.0,High,M
Bulldog,21.5,66.1,35.8,1,39.0,Low,L
German Shepherd,23.1,75.5,45.0,5,22.0,High,L
Golden Retriever,25.7,67.1,49.6,5,52.0,High,L
Chihuahua,2.3,27.2,16.8,5,19.0,Low,XS
Boxer,27.6,69.7,42.7,5,22.0,Low,L
Boxer,26.8,67.4,45.0,1,14.0,Low,L
Boxer,26.0,65.9,36.8,3,20.0,Low,L
Bulldog,20.4,67.0,40.3,2,74.0,High,L
German Shepherd,24.8,66.0,50.7,4,25.0,Low,L
Poodle,18.6,47.5,31.5,1,9.0,Low,S
Golden Retriever,27.5,72.9,48.3,5,24.0,High,L
Bulldog,18.0,69.1,41.1,3,91.0,High,L
Dachshund,14.4,,26.2,7,74.0,High,S
Dachshund,8.9,37.6,25.5,7,72.0,High,S
Labrador,31.9,,44.3,3,26.0,Low,L
Poodle,22.0,53.8,36.6,2,45.0,Low,M
Labrador,26.1,81.3,43.3,5,44.0,High,XL
Poodle,18.5,57.4,31.9,4,40.0,Medium,M
German Shepherd,23.5,65.3,42.9,6,,Low,L
Poodle,20.2,56.8,34.8,6,116.0,High,M
German Shepherd,28.1,67.4,45.7,4,25.0,High,L
Golden Retriever,30.0,71.4,46.9,3,104.0,Low,L
Bulldog,21.4,65.9,37.6,3,115.0,High,L
Golden Retriever,30.5,73.4,44.6,1,109.0,Low,L
Golden Retriever,33.4,72.4,46.9,5,77.0,Medium,L
Dachshund,9.9,39.8,32.3,4,86.0,Medium,S
Poodle,24.9,56.1,35.5,4,79.0,Low,M
Rottweiler,48.8,94.4,51.3,5,66.0,High,XL
Dachshund,8.5,41.4,28.0,1,32.0,Medium,S
Beagle,11.8,53.9,39.2,7,29.0,High,M
Boxer,27.5,209.70000000000002,43.2,5,48.0,Low,L
Rottweiler,47.9,97.8,46.1,4,65.0,High,XL
Labrador,29.4,79.8,41.2,5,82.0,Low,L
Beagle,12.6,,33.5,6,41.0,Low,S
Labrador,25.9,76.7,42.7,4,109.0,High,L
Beagle,9.1,45.5,,6,51.0,High,S
Boxer,28.0,65.0,37.8,1,107.0,Low,L
Chihuahua,2.3,31.3,15.2,7,10.0,Low,XS
Boxer,25.1,64.1,42.3,2,86.0,High,M
Dachshund,7.0,41.3,33.3,5,97.0,Low,S
Bulldog,23.5,57.9,37.8,2,4.0,Medium,M
Chihuahua,2.5,33.9,15.2,3,108.0,High,XS
Rottweiler,57.7,77.7,53.4,5,13.0,High,L
Chihuahua,3.3,30.4,23.9,2,47.0,Medium,XS
Dachshund,12.0,45.8,31.1,1,56.0,Low,S
Poodle,24.1,58.8,31.8,2,98.0,Medium,M
Golden Retriever,34.3,71.1,42.8,7,90.0,Medium,L
German Shepherd,32.1,82.3,43.9,6,113.0,Low,XL
Beagle,10.5,54.0,32.3,3,24.0,High,M
Rottweiler,39.3,78.0,55.8,7,70.0,High,L
Poodle,18.2,51.6,32.1,6,,Low,M
Poodle,22.3,52.8,36.3,1,64.0,Low,M
Bulldog,18.1,62.1,41.5,4,61.0,Medium,M
Beagle,13.2,45.4,38.0,4,96.0,High,S
Labrador,26.9,65.4,47.8,1,58.0,Low,L
Beagle,10.5,48.3,35.4,5,32.0,High,S
Labrador,30.3,66.6,48.3,1,61.0,High,L
Dachshund,12.7,37.6,28.8,1,63.0,Medium,S
Rottweiler,59.0,82.5,54.6,5,22.0,High,XL
Chihuahua,2.3,32.9,17.5,1,2.0,High,XS
German Shepherd,31.0,80.9,54.1,6,13.0,Medium,XL
Chihuahua,3.8,27.4,23.7,6,19.0,Low,XS
Golden Retriever,27.3,78.8,42.2,7,101.0,Low,L
Dachshund,10.7,43.6,33.0,4,4.0,Low,S
Dachshund,10.6,45.4,30.3,5,38.0,High,S
Labrador,32.0,72.8,48.5,3,96.0,Low,L
Dachshund,12.7,37.0,26.7,1,96.0,High,S
Beagle,12.6,46.9,39.7,1,63.0,Medium,S
Dachshund,11.2,39.9,26.6,7,108.0,Low,S
Chihuahua,3.9,31.0,17.9,2,49.0,Medium,XS
Golden Retriever,25.7,76.2,49.4,3,37.0,Low,L
Chihuahua,2.6,31.4,15.8,6,49.0,High,XS
Rottweiler,53.8,81.7,45.4,6,90.0,High,XL
Boxer,29.5,74.9,35.8,1,46.0,High,L
Labrador,32.0,81.2,45.7,7,19.0,High,XL
Boxer,30.7,60.1,41.7,2,31.0,Low,M
Poodle,20.1,50.3,34.9,2,49.0,High,M
Boxer,31.8,62.5,37.7,7,66.0,Low,M
German Shepherd,128.5,77.6,48.5,7,6.0,High,L
Golden Retriever,27.2,79.2,47.0,7,110.0,High,L
Bulldog,22.4,59.1,35.9,3,91.0,Medium,M
Poodle,16.7,59.6,35.9,3,51.0,Medium,M
Boxer,30.7,74.5,43.1,6,87.0,High,L
Dachshund,14.1,38.0,,5,14.0,Low,S
Chihuahua,3.9,34.2,21.9,2,15.0,High,XS
Chihuahua,3.0,31.4,22.5,6,11.0,Medium,XS
Golden Retriever,34.2,75.6,45.3,1,77.0,Low,L
Boxer,26.7,60.9,41.3,3,109.0,Medium,M
German Shepherd,,75.6,42.6,6,3.0,High,L
Poodle,23.9,57.4,33.5,2,17.0,Medium,M
Labrador,32.2,77.0,39.6,5,112.0,Medium,L
German Shepherd,33.3,68.5,42.3,1,4.0,Low,L
Boxer,26.9,71.4,39.3,7,107.0,Medium,L
Labrador,25.8,76.0,43.9,2,3.0,Low,L
Labrador,27.9,84.6,45.2,3,48.0,Medium,XL
Boxer,31.0,,43.0,6,72.0,Low,L
Rottweiler,49.0,94.2,45.7,7,110.0,Medium,XL
German Shepherd,34.9,77.2,43.8,1,34.0,Low,L
Poodle,17.8,59.8,30.3,4,87.0,Low,M
Labrador,27.3,78.8,45.8,4,47.0,Low,L
Boxer,31.5,65.9,44.5,5,34.0,Medium,L
German Shepherd,24.0,82.6,53.4,3,96.0,Medium,XL
Bulldog,20.8,62.3,35.0,5,98.0,Low,M
Dachshund,9.8,40.0,29.8,7,23.0,Low,S
German Shepherd,35.2,83.9,40.9,4,106.0,Medium,XL
Bulldog,19.3,59.2,35.6,7,42.0,Medium,M
Beagle,12.9,45.3,34.1,5,5.0,Low,S
Beagle,11.2,54.0,35.1,2,93.0,Low,M
Beagle,10.4,50.2,33.3,2,61.0,High,M
Boxer,25.8,70.0,38.6,3,45.0,Medium,L
Labrador,31.5,81.9,48.7,1,92.0,Low,XL
Dachshund,7.5,42.4,30.0,7,26.0,High,S
Rottweiler,41.4,94.7,57.6,4,4.0,Low,XL
Dachshund,14.8,44.4,28.4,5,110.0,High,S
Beagle,13.8,42.9,36.1,6,91.0,Low,S
Golden Retriever,25.2,74.3,42.3,7,119.0,High,L
Boxer,28.6,71.0,37.4,5,94.0,Low,L
Labrador,25.3,83.4,39.4,7,70.0,Medium,XL
Boxer,25.3,62.6,41.7,4,52.0,Medium,M
Boxer,30.7,62.9,37.4,4,71.0,High,M
Golden Retriever,32.8,70.1,43.3,3,12.0,High,L
Boxer,27.8,69.9,36.2,6,112.0,High,L
German Shepherd,27.0,82.1,41.1,7,95.0,Low,XL
Beagle,13.4,45.1,33.8,2,86.0,High,S
Poodle,24.3,49.3,37.5,7,24.0,Medium,S
Chihuahua,3.0,28.1,15.5,4,3.0,Low,XS
Labrador,25.8,69.4,49.1,3,36.0,Medium,L
Boxer,25.0,68.6,42.0,3,111.0,Medium,L
Boxer,28.2,74.7,36.1,3,23.0,Medium,L
German Shepherd,26.9,77.7,46.0,5,76.0,Medium,L
Labrador,25.6,67.7,41.2,1,14.0,High,L
Beagle,9.5,45.6,35.0,3,93.0,High,S
Golden Retriever,32.6,76.0,49.9,5,53.0,High,L
Golden Retriever,26.2,68.9,40.4,5,57.0,High,L
Boxer,27.3,72.1,41.0,2,81.0,High,L
Poodle,22.4,58.6,36.6,1,108.0,High,M
Golden Retriever,,77.2,47.9,5,8.0,High,L
Bulldog,23.9,63.2,37.3,4,92.0,Medium,M
Dachshund,8.0,48.0,31.4,6,10.0,Medium,S
Boxer,26.5,62.2,37.9,6,51.0,High,M
Dachshund,9.6,38.6,30.1,4,114.0,Medium,S
German Shepherd,,70.1,46.7,3,20.0,Medium,L
German Shepherd,34.8,70.9,48.3,6,52.0,High,L
Beagle,9.1,40.1,36.5,1,56.0,High,S
German Shepherd,30.1,72.7,45.1,7,66.0,Low,L
Boxer,31.1,71.9,38.6,6,72.0,Medium,L
Golden Retriever,34.9,68.5,40.1,4,9.0,Low,L
Labrador,32.1,76.1,41.4,5,18.0,High,L
Poodle,22.5,53.0,32.8,4,118.0,Low,M
Chihuahua,3.2,29.7,23.9,4,119.0,Medium,XS
Rottweiler,35.9,91.7,56.6,4,100.0,Low,XL
Golden Retriever,32.1,75.6,46.5,7,91.0,Low,L
Poodle,22.8,48.2,38.8,3,36.0,High,S
Boxer,27.2,72.1,38.5,1,92.0,High,L
Beagle,13.6,51.9,36.9,3,77.0,Low,M
Chihuahua,4.0,29.7,22.0,4,33.0,Medium,XS
German Shepherd,36.3,71.1,51.7,1,59.0,Medium,L
Labrador,28.6,77.6,38.2,3,58.0,Medium,L
Boxer,26.1,64.3,35.4,5,88.0,Medium,M
German Shepherd,29.0,75.1,45.3,4,16.0,Medium,L
Chihuahua,3.6,28.9,21.6,6,86.0,Low,XS
Bulldog,18.3,56.0,44.2,5,39.0,Low,M
Beagle,10.6,52.0,33.7,7,54.0,Medium,M
Poodle,23.2,57.6,33.9,5,9.0,Medium,M
Dachshund,,36.8,28.6,5,106.0,Medium,S
Chihuahua,2.1,27.6,17.8,5,4.0,Low,XS
Labrador,,81.3,38.3,1,115.0,Medium,XL
Dachshund,11.0,47.7,,3,37.0,High,S
Golden Retriever,,221.10000000000002,45.2,4,93.0,High,L
Boxer,25.9,62.5,44.5,5,104.0,Low,M
Chihuahua,3.8,30.3,21.3,5,51.0,Medium,XS
Poodle,18.4,51.9,33.5,1,98.0,High,M
Golden Retriever,32.7,73.1,43.9,4,61.0,Low,L
German Shepherd,35.9,83.7,50.2,7,36.0,High,XL
Bulldog,23.5,65.3,37.1,3,118.0,High,L
German Shepherd,34.1,83.0,40.3,2,91.0,High,XL
Beagle,13.0,41.8,39.5,5,80.0,Medium,S
Boxer,31.8,208.20000000000002,38.9,4,54.0,High,L
Bulldog,124.0,62.3,38.3,3,71.0,Medium,M
Beagle,12.9,45.1,35.7,3,11.0,High,S
Beagle,10.1,52.9,30.8,4,101.0,Low,M
Rottweiler,41.0,97.2,46.4,1,17.0,Low,XL
Beagle,11.2,41.3,33.0,5,18.0,Medium,S
Dachshund,12.2,39.4,30.7,6,86.0,Medium,S
German Shepherd,30.7,78.0,48.9,4,49.0,Low,L
Boxer,29.8,68.5,40.5,1,93.0,High,L
Rottweiler,52.7,97.3,49.5,6,5.0,High,XL
German Shepherd,,70.0,51.0,3,58.0,Low,L
Golden Retriever,30.0,66.0,38.8,5,105.0,Low,L
Dachshund,7.7,44.1,31.8,6,,High,S
Beagle,13.7,42.3,,6,20.0,Low,S
Poodle,22.7,49.3,37.1,7,20.0,High,S
Beagle,10.9,46.9,31.8,1,57.0,Low,S
Golden Retriever,33.2,76.6,47.2,6,115.0,Low,L
Dachshund,12.0,47.9,26.7,3,85.0,High,S
Poodle,16.5,47.6,30.2,5,6.0,Low,S
Boxer,25.2,70.9,42.9,1,62.0,Medium,L
Labrador,25.0,73.0,42.1,2,12.0,Medium,L
German Shepherd,25.9,81.9,43.4,5,66.0,High,XL
Rottweiler,50.6,84.9,45.3,3,107.0,Medium,XL
Chihuahua,3.0,35.0,17.5,7,119.0,Medium,S
Beagle,12.6,,38.2,2,72.0,High,M
German Shepherd,27.6,72.1,51.7,7,34.0,High,L
Dachshund,14.3,41.6,34.1,2,111.0,Medium,S
Beagle,11.1,,31.0,5,58.0,High,S
Chihuahua,3.1,34.3,21.1,3,116.0,Medium,XS
Chihuahua,3.9,30.6,21.9,4,30.0,High,XS
Dachshund,14.8,41.5,34.5,7,10.0,Medium,S
Rottweiler,42.8,89.7,52.5,7,62.0,Medium,XL
Labrador,28.2,69.7,40.3,4,97.0,Medium,L
Bulldog,24.9,65.9,44.2,7,10.0,High,L
Boxer,28.9,66.1,38.0,2,60.0,High,L
Labrador,32.4,76.4,46.7,7,56.0,High,L
Dachshund,11.4,41.6,25.4,6,89.0,High,S
Labrador,,72.7,43.7,5,26.0,Low,L
Poodle,18.8,52.4,33.1,4,79.0,High,M
German Shepherd,24.4,70.1,49.7,7,115.0,Medium,L
Labrador,33.3,66.2,41.5,2,6.0,Medium,L
Rottweiler,51.8,91.8,57.9,2,37.0,High,XL
Boxer,26.8,72.1,40.9,5,87.0,Medium,L
Chihuahua,3.9,32.7,16.7,1,1.0,High,XS
Poodle,19.4,49.1,38.5,3,13.0,Medium,S
Labrador,,81.7,45.2,5,112.0,High,XL
Bulldog,21.8,68.6,38.1,2,80.0,High,L
Chihuahua,2.9,34.8,22.3,1,110.0,High,XS
Bulldog,22.7,68.5,39.9,1,80.0,Low,L
Rottweiler,49.2,88.2,55.6,2,58.0,Low,XL
Chihuahua,2.2,27.0,18.6,3,38.0,High,XS
Dachshund,8.2,39.7,27.5,3,,High,S
Golden Retriever,29.5,72.0,46.3,4,88.0,Low,L
Labrador,30.0,84.5,45.6,2,109.0,Medium,XL
Beagle,13.0,50.2,30.4,3,107.0,High,M
German Shepherd,25.9,72.1,46.9,1,37.0,Medium,L
Bulldog,22.9,65.9,44.3,4,94.0,Medium,L
German Shepherd,38.4,70.6,45.9,2,45.0,High,L
Boxer,26.1,70.5,36.8,6,108.0,Medium,L
Rottweiler,36.7,85.0,52.6,3,72.0,Low,XL
Poodle,23.4,58.7,31.2,7,27.0,High,M
Bulldog,21.7,59.9,44.4,5,98.0,Medium,M
Chihuahua,2.3,30.6,18.5,7,71.0,Medium,XS
German Shepherd,33.6,74.4,47.8,5,69.0,Medium,L
Rottweiler,45.8,77.3,59.7,7,27.0,Low,L
Poodle,15.7,58.1,39.6,4,11.0,Medium,M
Chihuahua,2.8,29.8,19.1,6,51.0,Low,XS
Golden Retriever,30.5,68.6,42.8,1,45.0,Low,L
Beagle,9.8,42.3,30.8,4,114.0,Medium,S
Golden Retriever,34.5,75.7,46.2,5,38.0,Low,L
Golden Retriever,25.3,79.9,40.9,5,104.0,Low,L
Bulldog,24.2,70.0,36.5,6,46.0,Low,L
Dachshund,11.4,46.2,33.8,6,42.0,High,S
Rottweiler,38.2,89.4,47.4,3,29.0,Medium,XL
Beagle,11.0,51.8,33.6,6,58.0,Medium,M
Boxer,25.6,72.4,42.0,3,70.0,Medium,L
Rottweiler,37.9,84.1,49.8,3,10.0,High,XL
Bulldog,23.9,55.6,41.7,1,88.0,High,M
Labrador,32.7,82.7,42.8,3,45.0,Low,XL
Boxer,30.6,63.3,36.0,2,71.0,Low,M
Chihuahua,2.6,29.7,23.6,4,67.0,Low,XS
German Shepherd,,66.5,50.2,7,25.0,High,L
Rottweiler,46.6,88.7,51.9,1,75.0,Medium,XL
Dachshund,8.0,38.4,31.6,4,115.0,High,S
Golden Retriever,26.1,79.9,38.6,7,19.0,High,L
Labrador,27.0,77.3,,2,34.0,High,L
Beagle,10.6,50.4,33.7,5,83.0,High,M
Rottweiler,48.2,75.7,,6,33.0,Low,L
Golden Retriever,31.5,65.6,49.7,3,94.0,Low,L
